x,y,U,V,p,patch
0.0074816,0.015346,31.905,29.458,433.25,internal
0.11244,0.049077,39.804,6.7256,-608.85,internal
0.003125,-0.009625,0.0,0.0,964.91,internal
0.52025,0.051625,0.0,0.0,-349.32,internal
0.61719,0.0445,25.604,-2.5409,-261.97,internal
0.90031,-0.014625,19.753,2.4115,19.517,internal
0.29563,-0.06,0.0,0.0,-556.6,internal
0.8825,0.01675,17.757,-1.9825,37.77,internal
0.51837,0.05175,0.0,0.0,-334.27,internal
0.84462,0.021125,0.0,0.0,-7.0619,internal
0.48856,-0.053875,24.863,1.4464,-326.26,internal
0.6815,-0.038625,19.153,2.198,-160.81,internal
0.53356,-0.051,27.462,1.7,-336.52,internal
0.014,-0.0205,36.094,-23.493,81.981,internal
0.56619,0.04825,0.0,0.0,-418.11,internal
0.0018846,-0.008625,12.739,-20.218,864.96,internal
0.37437,0.058875,0.0,0.0,-457.88,internal
0.41938,-0.05775,30.96,0.96067,-394.73,internal
0.76512,-0.03025,18.243,1.7324,-95.28,internal
0.0455,-0.0355,51.438,-17.227,-477.97,internal
0.35825,-0.0605,22.137,0.79372,-378.57,internal
0.92994,-0.010875,21.675,2.6202,52.012,internal
0.48444,0.054125,26.429,-1.5757,-338.42,internal
0.82175,-0.024,23.505,3.0542,-75.185,internal
0.34925,-0.0595,0.0,0.0,-484.31,internal
0.17488,-0.055875,30.624,-4.7822,-580.01,internal
0.85212,0.0205,12.882,-1.65,-9.704,internal
0.98375,-0.003625,9.0822,1.8471,146.71,internal
0.884,0.768,56.176,-0.9587,-14.993,internal
0.35881,-0.05925,0.0,0.0,-435.25,internal
0.34212,0.06025,36.159,-0.27214,-475.34,internal
0.85625,-0.02025,22.665,2.8163,-35.99,internal
0.803,-0.0265,18.386,1.8733,-68.29,internal
0.23731,-0.059125,29.095,-1.0002,-497.41,internal
0.032375,0.0295,24.793,10.211,-312.07,internal
0.10662,0.04825,34.816,5.496,-594.5,internal
0.043437,0.03375,17.085,6.0654,-295.1,internal
0.47881,0.05425,0.0,0.0,-225.88,internal
0.099125,-0.046875,31.943,-6.4545,-578.5,internal
0.34231,-0.059875,35.825,0.19922,-488.96,internal
0.368,0.059,0.0,0.0,-530.57,internal
0.53412,-0.0515,33.544,2.4939,-334.75,internal
0.71525,0.03525,15.724,-1.6029,-124.73,internal
0.10738,-0.048,0.0,0.0,-628.02,internal
0.89412,-0.0155,11.293,1.4011,18.223,internal
0.59881,0.046,23.807,-1.5448,-253.41,internal
0.027687,-0.027827,39.669,-18.026,-202.11,internal
0.21556,0.058125,0.0,0.0,-359.88,internal
0.22869,-0.05875,0.0,0.0,-571.56,internal
0.54013,0.050375,21.919,-1.0163,-302.41,internal
0.60444,0.04525,0.0,0.0,-209.21,internal
0.66838,-0.040654,17.327,1.5262,-117.78,internal
0.10212,0.04725,0.0,0.0,-553.83,internal
0.53731,0.05075,29.732,-2.4704,-352.37,internal
0.3995,0.058,0.0,0.0,-373.25,internal
0.69444,0.037375,22.511,-2.8697,-193.76,internal
0.77244,0.02925,0.0,0.0,-84.027,internal
0.33388,0.059875,34.004,-0.098417,-499.92,internal
0.95169,0.008,19.01,-2.1212,122.92,internal
0.40363,0.058125,27.615,-0.77006,-402.17,internal
0.065937,0.040125,35.067,9.2292,-651.27,internal
0.30612,-0.060125,38.328,0.00047359,-545.28,internal
0.959,0.00725,22.251,-2.8083,151.22,internal
0.000125,0.00425,3.9825,13.3,1257.5,internal
0.83506,0.022375,13.378,-2.4464,-31.813,internal
0.38619,-0.05875,30.921,0.74999,-426.16,internal
0.84256,-0.0215,12.015,2.1848,-20.063,internal
0.29787,-0.060125,29.285,-0.027537,-497.78,internal
0.19194,-0.057327,39.581,-2.0914,-604.4,internal
0.944,-0.968,55.721,0.84725,-5.4179,internal
0.48463,-0.054125,11.48,0.6769,-252.48,internal
0.58419,0.047125,25.317,-2.7375,-282.43,internal
0.803,0.026125,12.696,-1.5436,-61.355,internal
-0.976,0.496,55.555,0.031399,40.075,internal
0.10156,0.04725,33.109,5.5377,-728.1,internal
0.9755,-0.007,18.196,2.7184,138.98,internal
0.8705,-0.019,27.151,3.2812,4.2762,internal
0.65113,0.04125,0.0,0.0,-200.42,internal
0.68656,-0.03825,25.641,2.6608,-203.83,internal
0.69444,-0.037375,22.46,2.863,-193.49,internal
0.33631,-0.06,34.236,0.10409,-489.46,internal
0.63912,0.0425,25.59,-2.8097,-243.72,internal
0.63369,-0.043,23.924,2.1251,-209.18,internal
0.36013,-0.05975,31.254,0.42831,-442.88,internal
0.632,-0.043125,23.984,3.0688,-272.21,internal
0.11319,0.04925,34.366,5.6697,-602.8,internal
0.77975,-0.02875,22.732,2.6163,-97.122,internal
0.044,-0.92,55.777,-0.71033,-4.3643,internal
0.79269,0.027125,10.421,-2.3722,-86.682,internal
0.56131,-0.049,23.944,2.4173,-282.64,internal
0.67756,0.039077,25.271,-2.6045,-189.17,internal
0.36144,-0.059375,25.811,0.13209,-442.03,internal
0.012732,-0.019346,31.049,-21.012,33.27,internal
0.9275,-0.011125,16.888,2.1409,94.382,internal
0.75369,0.0315,23.104,-2.279,-114.46,internal
0.66763,0.03975,0.0,0.0,-232.02,internal
0.15237,-0.053625,0.0,0.0,-393.45,internal
0.48537,0.054654,24.689,-1.2883,-317.83,internal
0.20712,-0.05775,0.0,0.0,-514.64,internal
0.5195,0.05175,15.292,-2.5157,-280.37,internal
0.92263,-0.0125,23.61,3.1515,77.592,internal
0.11075,-0.048625,17.929,-4.1012,-573.66,internal
0.85456,-0.020125,15.603,1.9565,-21.713,internal
0.2135,-0.0585,21.282,-1.6945,-468.13,internal
0.17787,-0.055875,0.0,0.0,-576.67,internal
0.5165,-0.051875,0.0,0.0,-355.35,internal
0.854,0.021,27.453,-3.2027,-40.241,internal
0.81931,-0.024125,0.0,0.0,-98.189,internal
0.97344,-0.005125,17.304,3.0088,162.32,internal
0.19156,0.057,16.256,1.2756,-440.52,internal
-0.016,-0.144,54.982,-6.8321,69.618,internal
0.64194,0.042125,12.973,-2.8312,-239.97,internal
0.90613,0.014654,15.067,-2.014,35.408,internal
0.725,-0.035,27.521,2.8267,-145.44,internal
0.2345,0.059,0.0,0.0,-797.32,internal
0.69987,-0.03675,14.777,2.5421,-154.27,internal
0.95487,0.0075,12.915,-3.0749,111.37,internal
0.2285,0.05875,0.0,0.0,-654.77,internal
0.851,-0.0205,10.195,1.8766,-2.0475,internal
0.43044,0.05675,0.0,0.0,-349.96,internal
0.16025,0.0545,0.0,0.0,-670.93,internal
0.4205,-0.05725,0.0,0.0,-344.98,internal
0.33969,-0.060077,35.084,1.0063,-460.71,internal
0.62638,0.0435,11.815,-1.9838,-181.68,internal
0.84575,-0.02125,21.523,2.7115,-27.969,internal
0.039687,-0.0325,39.838,-15.143,-577.19,internal
0.10156,0.04725,34.447,5.6792,-726.3,internal
0.33838,-0.060654,42.426,0.96293,-533.22,internal
0.46081,0.0555,32.151,-1.2428,-391.72,internal
0.011563,0.01825,0.0,0.0,296.47,internal
0.11319,0.04925,30.151,5.2946,-577.11,internal
0.94756,-0.00875,19.329,2.6843,114.52,internal
0.23638,0.059125,29.475,0.15685,-548.82,internal
0.66819,0.039625,0.0,0.0,-144.14,internal
0.695,0.03775,27.991,-2.6488,-168.35,internal
0.49751,-0.054342,35.506,2.2149,-351.95,internal
0.89412,0.0155,16.073,-1.8991,26.704,internal
0.50412,0.05275,15.312,-3.1184,-367.56,internal
0.051875,-0.036375,37.504,-10.761,-635.38,internal
0.33163,0.06,37.946,-0.63689,-488.03,internal
0.63594,-0.042625,0.0,0.0,-246.49,internal
0.92356,0.011625,14.06,-1.6448,109.2,internal
0.75704,-0.031361,23.156,2.3621,-104.31,internal
0.42875,0.057,31.341,-0.99647,-438.49,internal
0.24913,0.059625,38.949,0.21809,-624.62,internal
0.308,-0.0605,35.383,-0.034183,-502.19,internal
0.74262,-0.032625,22.822,1.9418,-126.43,internal
0.803,0.026,13.471,-1.8342,-59.011,internal
0.42969,-0.05675,0.0,0.0,-313.3,internal
0.89656,0.014875,0.0,0.0,57.848,internal
0.668,0.0405,27.482,-2.3884,-175.25,internal
0.77487,0.0295,25.272,-2.5359,-90.159,internal
0.83975,0.021875,16.584,-1.5292,-31.212,internal
0.08075,0.04325,0.0,0.0,-723.94,internal
0.51087,-0.05225,0.0,0.0,-334.04,internal
0.92131,-0.012,10.138,1.7502,36.519,internal
0.38,-0.06,27.285,0.62482,-388.06,internal
0.84312,0.0215,17.006,-1.6961,-35.316,internal
0.78181,-0.028577,25.358,2.6142,-92.502,internal
0.56713,0.049,30.789,-2.3169,-282.25,internal
0.15237,0.053625,0.0,0.0,-349.28,internal
0.33838,0.05975,0.0,0.0,-509.99,internal
0.77056,-0.029625,18.281,1.9608,-117.12,internal
0.62356,-0.044,27.519,2.6514,-274.57,internal
0.068,-0.040625,16.365,-4.8211,-399.95,internal
0.49719,0.053125,0.0,0.0,-330.96,internal
0.35337,-0.05975,38.162,0.8485,-464.41,internal
0.53412,0.050875,11.182,-1.3275,-220.99,internal
0.60819,-0.045,0.0,0.0,-269.27,internal
0.89056,-0.016,20.125,2.572,29.6,internal
0.107,-0.0495,30.072,-4.8837,-439.18,internal
0.010437,-0.01775,17.024,-12.759,143.71,internal
0.089375,0.04525,40.573,7.8087,-632.01,internal
0.09125,-0.045375,17.761,-4.3925,-568.4,internal
0.41094,-0.05775,24.044,0.42579,-387.71,internal
0.61625,-0.045,18.134,1.7055,-185.57,internal
0.37062,-0.059,0.0,0.0,-425.62,internal
0.73644,-0.033125,16.706,1.9305,-111.75,internal
0.68806,0.038077,21.814,-2.4655,-196.34,internal
0.8885,0.016125,20.029,-2.7722,22.659,internal
0.98525,0.00325,0.0,0.0,162.56,internal
0.61137,-0.04475,0.0,0.0,-238.4,internal
0.11675,-0.051,51.758,-7.6411,-613.97,internal
0.0905,0.045375,32.155,7.1689,-612.81,internal
0.1145,-0.0505,42.648,-6.7214,-592.16,internal
0.3125,0.06,0.0,0.0,-536.07,internal
0.23956,0.05925,35.712,-0.033473,-665.25,internal
0.91438,-0.012875,20.076,3.2507,48.067,internal
0.76325,-0.030375,18.064,1.4737,-117.9,internal
0.98488,0.00375,11.375,-2.3239,121.22,internal
0.971,-0.00525,0.0,0.0,179.27,internal
0.41619,-0.057827,35.847,1.1978,-412.37,internal
0.68413,-0.038125,0.0,0.0,-227.86,internal
0.93163,-0.01075,22.67,2.8571,86.295,internal
0.11975,0.051,39.713,6.0051,-568.29,internal
-0.46,0.032,54.778,0.12848,104.66,internal
0.06425,0.039625,24.721,7.0353,-503.46,internal
0.7535,-0.03175,23.476,2.4231,-107.66,internal
0.92431,0.0115,14.85,-3.496,31.073,internal
0.42444,-0.05725,29.534,1.4546,-386.91,internal
0.000125,-0.000875,0.0,0.0,1388.0,internal
0.62375,0.04375,16.171,-1.6225,-189.78,internal
0.023,0.025125,0.0,0.0,-294.87,internal
0.518,-0.051875,18.356,1.2155,-291.16,internal
0.22062,0.058625,34.511,1.3657,-519.67,internal
0.99163,-0.00225,12.681,2.7041,182.66,internal
0.33669,-0.05975,0.0,0.0,-443.26,internal
0.48687,0.053875,21.843,-0.92705,-337.16,internal
0.392,-0.232,60.777,0.27741,-245.76,internal
0.47525,0.056,23.881,-1.4036,-304.36,internal
0.76719,-0.02975,0.0,0.0,-129.97,internal
0.4175,0.0575,30.736,-0.88874,-442.95,internal
0.83769,-0.02225,21.392,2.2351,-42.71,internal
0.32806,-0.06,38.398,0.065723,-541.93,internal
0.12106,0.05,0.0,0.0,-524.71,internal
0.85062,0.020375,0.0,0.0,-56.988,internal
0.006875,-0.01425,0.0,0.0,521.08,internal
0.97719,-0.004375,0.0,0.0,127.08,internal
0.85306,0.020375,20.38,-2.9393,-55.013,internal
0.10419,-0.047625,22.997,-3.172,-615.37,internal
-0.496,0.488,55.509,0.79715,43.132,internal
0.75837,-0.031,19.462,1.7141,-100.48,internal
0.083938,0.04425,37.114,7.1121,-571.25,internal
0.41469,-0.0575,0.0,0.0,-488.13,internal
0.57875,-0.0475,24.948,1.3811,-282.67,internal
0.52737,-0.05175,14.893,1.3167,-232.45,internal
0.46175,0.05575,35.484,-2.179,-430.85,internal
0.88475,0.016375,0.0,0.0,30.752,internal
0.3545,0.05975,21.681,-0.23251,-380.42,internal
0.87669,-0.0175,16.281,1.7407,6.6924,internal
0.14825,0.053375,21.302,2.2786,-553.2,internal
0.29769,-0.060125,28.182,-0.01757,-489.46,internal
0.51931,-0.052,28.956,2.5519,-380.06,internal
0.67588,0.039125,23.674,-2.4102,-241.55,internal
0.335,0.059875,16.286,0.32508,-363.04,internal
0.52662,-0.051375,25.474,2.0483,-392.25,internal
0.58775,0.0475,17.528,-1.3775,-211.32,internal
0.90256,-0.014125,0.0,0.0,7.3264,internal
0.86544,0.018875,11.674,-1.5201,-17.518,internal
0.44188,-0.057,23.558,1.0978,-297.23,internal
0.45913,-0.0555,30.7,1.0816,-422.63,internal
0.76569,0.030125,18.305,-1.2965,-117.7,internal
0.044,-0.033625,0.0,0.0,-557.71,internal
0.76719,0.02975,0.0,0.0,-136.48,internal
0.69819,-0.037,18.496,1.9761,-173.2,internal
0.43137,-0.05675,0.0,0.0,-386.86,internal
0.25119,0.0595,24.039,5.5122,-450.43,internal
0.55325,-0.049375,17.003,2.7237,-272.59,internal
0.13025,0.052,51.202,6.4441,-645.32,internal
0.35675,-0.05975,33.003,0.31012,-478.66,internal
0.24612,-0.0595,38.89,-4.3626,-561.6,internal
0.25831,0.059625,0.0,0.0,-480.38,internal
0.82419,0.0235,0.0,0.0,-46.259,internal
0.46156,-0.0555,28.099,1.3991,-387.26,internal
0.48838,-0.05375,18.85,1.9491,-316.33,internal
0.44431,-0.056125,0.0,0.0,-381.04,internal
0.1385,-0.052375,30.813,-3.6227,-760.58,internal
0.026937,-0.027125,0.0,0.0,-428.97,internal
0.917,0.015,31.332,-4.085,71.634,internal
0.794,-0.02725,23.472,2.6824,-84.612,internal
0.62375,0.043625,0.0,0.0,-234.9,internal
0.54631,0.05,18.321,-1.7398,-263.22,internal
0.47825,-0.0555,36.074,1.944,-369.6,internal
0.18612,0.057154,28.302,1.9341,-523.12,internal
0.50319,0.053077,26.807,-1.4103,-326.86,internal
0.17769,0.056,24.779,0.92074,-578.39,internal
0.011,-0.019,40.051,-29.375,165.6,internal
0.03725,0.0325,54.164,20.108,-439.35,internal
0.89375,0.017,27.981,-3.3722,27.108,internal
0.75594,0.03125,9.7528,-0.55609,-74.296,internal
0.74375,0.032375,7.1967,-1.0008,-65.694,internal
0.16006,-0.054625,32.469,-5.0725,-599.52,internal
0.64006,0.0425,24.488,-2.0431,-236.76,internal
0.61437,-0.0445,0.0,0.0,-294.69,internal
0.51237,-0.052125,0.0,0.0,-298.54,internal
-0.892,-0.048,55.533,-0.020604,62.927,internal
0.884,-0.184,56.562,3.4504,-3.2465,internal
0.20244,-0.057625,27.604,-0.59505,-581.22,internal
0.071562,-0.041375,26.72,-6.2463,-660.76,internal
0.45556,0.05575,28.365,-1.3139,-355.17,internal
0.362,-0.059375,32.778,0.26443,-509.98,internal
0.51144,0.0525,23.26,-1.4012,-311.45,internal
0.77056,-0.029375,0.0,0.0,-173.52,internal
0.077,-0.042375,0.0,0.0,-566.92,internal
1.736,-0.72,55.901,0.65986,3.3754,internal
0.28137,-0.060125,37.549,-1.5967,-450.35,internal
0.43681,-0.056625,23.494,0.47517,-360.32,internal
0.13981,-0.052375,0.0,0.0,-667.21,internal
0.068982,0.040846,27.599,6.1246,-532.14,internal
0.12612,-0.05075,0.0,0.0,-822.06,internal
0.37719,-0.05875,0.0,0.0,-412.28,internal
0.40156,-0.058125,23.906,0.22971,-398.88,internal
0.0245,-0.026125,31.41,-16.021,-386.38,internal
0.0003125,-0.003125,0.0,0.0,1145.4,internal
0.206,-0.058,40.709,-1.5064,-694.01,internal
0.80675,-0.025625,17.483,1.5744,-50.202,internal
0.35487,0.0595,33.622,-0.26287,-486.6,internal
0.94719,0.0085,0.0,0.0,77.68,internal
0.97212,0.005375,9.5446,-1.0395,109.62,internal
0.20488,0.057625,0.0,0.0,-559.68,internal
0.44938,0.056,32.439,-1.1366,-472.49,internal
0.73569,-0.03325,20.226,1.5229,-151.94,internal
0.98769,-0.003,8.1487,1.8899,121.46,internal
0.047375,-0.035,40.057,-12.014,-496.6,internal
0.55756,0.049,0.0,0.0,-203.62,internal
0.43512,-0.057154,29.114,1.3202,-367.23,internal
0.26244,-0.06,19.559,-1.3755,-393.04,internal
0.5705,-0.048125,23.368,1.1524,-294.24,internal
0.90631,0.014,23.557,-3.199,46.851,internal
0.24219,-0.059375,35.136,-3.283,-786.41,internal
0.68338,-0.03825,0.0,0.0,-164.16,internal
0.5405,0.05025,0.0,0.0,-297.88,internal
0.64662,-0.041625,0.0,0.0,-182.05,internal
0.80169,-0.02625,22.213,3.0451,-95.161,internal
0.11,0.048625,31.078,6.0432,-707.54,internal
1.796,1.0,55.549,-0.57012,-2.3616,internal
0.767,0.034,34.781,-3.3811,-104.22,internal
0.15575,-0.054125,23.291,-1.6648,-564.78,internal
0.72013,0.03475,14.396,-2.5164,-133.62,internal
0.52119,-0.051827,28.057,2.7916,-384.17,internal
0.26713,-0.05975,0.0,0.0,-562.58,internal
0.311,0.06025,38.626,-0.023144,-527.54,internal
0.030875,-0.029,36.778,-16.328,-375.24,internal
0.18012,-0.056,0.0,0.0,-425.34,internal
0.67831,0.03875,0.0,0.0,-218.06,internal
0.34081,-0.059625,0.0,0.0,-482.41,internal
0.085437,0.044375,30.392,6.6504,-560.49,internal
0.88231,0.016625,0.0,0.0,35.207,internal
0.58138,-0.047125,0.0,0.0,-264.61,internal
0.46456,0.055125,15.454,-1.3375,-316.34,internal
0.090687,0.04525,0.0,0.0,-618.05,internal
1.244,-0.632,55.972,1.0153,6.4978,internal
0.47188,-0.054875,29.124,1.2871,-362.28,internal
0.40119,0.05825,33.424,-0.72772,-442.88,internal
0.27144,-0.06,28.409,-0.31179,-578.48,internal
0.18706,-0.05675,33.149,-4.7101,-651.27,internal
0.59975,-0.04625,26.129,2.1867,-260.76,internal
0.70213,-0.036625,21.834,2.2332,-200.43,internal
0.518,0.05225,27.096,-1.7163,-319.57,internal
0.6155,0.0445,19.025,-1.246,-209.66,internal
0.31925,-0.06,30.64,0.88974,-479.99,internal
0.47244,-0.05475,22.903,0.68677,-348.3,internal
0.47469,-0.0545,0.0,0.0,-380.3,internal
0.80694,0.025625,18.212,-1.5498,-74.16,internal
0.73362,-0.033375,14.638,3.1391,-175.76,internal
0.66312,0.040125,0.0,0.0,-174.74,internal
0.34025,0.059625,0.0,0.0,-472.28,internal
0.75612,-0.0315,12.771,0.7795,-82.745,internal
0.010437,-0.01775,23.941,-18.458,150.36,internal
0.90613,0.01375,0.0,0.0,62.866,internal
0.91062,-0.01325,17.262,2.646,75.921,internal
0.12612,-0.051654,52.322,-6.8438,-643.55,internal
0.41806,0.057375,21.116,-3.9918,-519.35,internal
0.61156,-0.045,26.866,2.8119,-272.6,internal
0.15125,0.0545,43.117,4.5594,-615.32,internal
0.040812,-0.03275,28.015,-10.027,-421.44,internal
0.39031,-0.058375,0.0,0.0,-402.02,internal
0.041938,-0.033327,28.971,-10.096,-325.18,internal
0.66725,-0.04,26.597,2.3244,-196.54,internal
0.0074375,0.015125,25.88,23.777,437.63,internal
0.076438,0.04225,0.0,0.0,-502.87,internal
0.31137,-0.060654,40.432,-0.044823,-523.92,internal
0.2495,-0.05975,21.718,-0.78786,-421.48,internal
0.75275,0.0315,24.19,-2.7591,-155.03,internal
0.88325,-0.018308,28.81,3.7032,15.99,internal
-0.832,0.856,55.553,0.23513,12.602,internal
0.56937,0.048125,0.0,0.0,-378.48,internal
0.49531,-0.05325,0.0,0.0,-326.02,internal
1.328,-0.208,55.658,0.77944,51.661,internal
0.41337,0.057625,26.675,-0.60122,-407.01,internal
0.017188,0.022,0.0,0.0,48.445,internal
0.01325,0.02,38.382,25.689,50.093,internal
0.65375,0.041,0.0,0.0,-183.19,internal
0.030687,-0.028625,0.0,0.0,-346.16,internal
0.93331,0.010375,14.248,-1.8169,107.1,internal
0.89956,0.0145,0.0,0.0,67.286,internal
0.98712,-0.00325,17.861,3.8353,179.0,internal
0.45612,-0.05575,21.147,0.70729,-310.34,internal
0.24088,0.05975,41.699,1.1838,-571.66,internal
0.46756,-0.054875,0.0,0.0,-357.0,internal
0.54125,0.050125,0.0,0.0,-230.09,internal
0.90069,0.014827,23.798,-3.0347,38.715,internal
0.59056,0.046375,0.0,0.0,-218.68,internal
0.62413,-0.043625,0.0,0.0,-193.72,internal
0.17188,0.055625,30.988,4.9201,-691.22,internal
0.93012,-0.010875,21.955,3.348,55.521,internal
0.054688,-0.03725,39.299,-11.104,-527.43,internal
0.81762,-0.024375,14.407,1.6686,-28.868,internal
0.0215,-0.02475,39.151,-20.823,-287.31,internal
0.87669,-0.017375,0.0,0.0,6.5158,internal
0.53375,-0.050625,0.0,0.0,-442.92,internal
0.91419,-0.013,24.192,3.3044,63.699,internal
0.7805,-0.028625,16.999,1.4941,-73.483,internal
0.59994,-0.046077,25.419,1.9842,-247.25,internal
0.18237,0.056375,20.468,1.1227,-574.16,internal
0.36762,0.05925,36.245,-1.376,-539.35,internal
0.73194,-0.033625,19.859,1.6341,-146.67,internal
0.80937,0.02525,0.0,0.0,-102.12,internal
0.74375,-0.0325,15.029,1.5324,-84.048,internal
0.95806,-0.007,0.0,0.0,173.54,internal
0.27856,-0.059875,0.0,0.0,-555.73,internal
0.15875,0.0545,33.857,4.2453,-569.38,internal
0.66819,0.04,27.925,-2.9113,-214.46,internal
0.10044,0.047125,28.876,6.4467,-549.04,internal
0.64288,-0.04225,13.71,0.69319,-161.87,internal
0.040062,0.0325,31.59,11.632,-460.05,internal
0.86319,-0.019,0.0,0.0,-4.4485,internal
0.96688,-0.006,19.789,2.6789,156.5,internal
0.17263,-0.05575,29.241,-1.7847,-578.68,internal
0.60163,-0.04575,25.097,1.9345,-241.16,internal
0.0063125,0.01375,0.0,0.0,403.7,internal
0.75388,0.0315,25.829,-2.8458,-130.05,internal
0.81931,-0.02425,19.768,2.4191,-76.833,internal
0.26862,0.06,35.113,0.204,-541.25,internal
0.21744,0.0585,36.6,0.9237,-545.53,internal
0.75163,-0.031375,0.0,0.0,-173.11,internal
0.51106,-0.0525,14.862,0.68494,-239.49,internal
0.71731,0.035125,21.538,-2.2499,-191.47,internal
0.56956,0.048125,17.444,-3.5844,-362.52,internal
0.56525,-0.048375,0.0,0.0,-239.18,internal
0.464,0.92,55.939,-0.14558,-12.986,internal
0.12781,0.051125,24.479,4.5884,-522.13,internal
0.81163,-0.025125,19.943,2.3773,-90.568,internal
0.40213,-0.058125,31.906,0.95575,-501.13,internal
0.0995,-0.04675,0.0,0.0,-693.73,internal
0.15425,-0.05425,25.954,-2.3317,-525.62,internal
0.85887,-0.01975,21.535,2.4528,-16.559,internal
0.52006,-0.051875,21.772,1.1851,-278.97,internal
0.97951,0.0046711,21.824,-2.9671,167.35,internal
0.11788,-0.04975,15.505,-4.0402,-444.59,internal
0.43794,0.056827,34.914,-1.7682,-400.94,internal
0.58925,-0.0475,31.858,2.4969,-276.18,internal
0.4565,0.0555,0.0,0.0,-234.64,internal
0.851,-0.020625,11.566,1.5935,-10.217,internal
0.85325,0.020375,20.686,-2.6097,-28.434,internal
0.77281,0.029125,0.0,0.0,-158.45,internal
0.45631,0.055625,28.085,-0.65159,-405.87,internal
0.34512,0.06,36.476,-0.33292,-515.86,internal
0.93744,-0.00975,0.0,0.0,83.488,internal
0.58569,-0.047,27.211,3.0214,-327.83,internal
0.53975,-0.050375,19.457,1.3637,-285.89,internal
0.38862,-0.058375,0.0,0.0,-410.36,internal
0.86056,-0.019375,13.082,2.3682,-1.795,internal
0.77788,-0.029,25.264,2.9039,-95.524,internal
0.18688,-0.057,23.688,-2.8406,-473.06,internal
0.17825,0.0565,33.836,2.8713,-593.4,internal
0.44787,0.056125,29.592,-1.9448,-396.41,internal
0.068,-0.0405,25.884,-7.7836,-606.75,internal
0.359,-0.059375,28.051,0.92788,-447.14,internal
-0.94,0.568,55.555,0.08153,34.774,internal
0.55362,0.04925,0.0,0.0,-260.85,internal
0.01925,0.023125,0.0,0.0,-170.55,internal
0.4535,0.055625,0.0,0.0,-383.91,internal
0.45425,-0.055625,0.0,0.0,-426.71,internal
0.50112,0.053,10.393,-0.49844,-240.8,internal
0.8915,0.018,21.476,-2.5109,37.192,internal
0.75406,-0.03125,14.121,3.0773,-148.44,internal
0.58662,0.0475,32.661,-2.4692,-281.38,internal
0.36425,-0.059125,0.0,0.0,-367.86,internal
0.24481,-0.059375,31.419,-0.17884,-569.62,internal
0.98394,0.003625,5.8572,-0.41102,106.6,internal
0.53412,-0.050625,0.0,0.0,-274.42,internal
0.79681,0.02675,19.294,-1.8855,-80.886,internal
0.46962,-0.054875,23.41,0.92256,-348.62,internal
0.87912,0.017125,10.72,-2.6086,-19.076,internal
0.87181,-0.018,0.0,0.0,-36.248,internal
0.7715,0.0305,29.799,-3.1294,-99.803,internal
0.71769,0.035125,9.5842,-1.3997,-108.02,internal
0.90406,0.014,0.0,0.0,35.786,internal
0.60106,-0.045625,15.53,3.1561,-298.87,internal
0.91775,0.01275,25.041,-3.249,73.239,internal
0.089,-0.045125,29.083,-5.9473,-552.01,internal
0.41431,0.0575,0.0,0.0,-368.44,internal
0.43681,-0.0565,0.0,0.0,-378.47,internal
0.3335,0.059875,17.992,0.095145,-383.3,internal
0.15687,-0.05425,32.576,-2.2208,-663.18,internal
0.45144,-0.05575,0.0,0.0,-302.77,internal
0.65206,0.041375,16.082,-1.4394,-173.08,internal
0.28888,-0.06025,41.354,0.021458,-581.27,internal
0.42463,0.057125,24.355,-1.1343,-387.99,internal
0.0066875,-0.014125,0.0,0.0,549.37,internal
1.748,-0.584,56.037,0.61296,6.305,internal
0.4175,0.058,34.873,-1.3914,-426.46,internal
0.86281,-0.019327,20.912,2.3668,2.0377,internal
0.6725,0.039375,15.377,-1.6632,-144.43,internal
0.97869,0.0045,20.356,-2.5807,174.06,internal
0.72406,-0.034577,16.881,1.527,-120.12,internal
0.52288,0.052154,32.514,-2.2253,-361.74,internal
0.404,0.944,55.843,0.01138,-9.4623,internal
0.78369,-0.028,0.0,0.0,-73.821,internal
0.40775,0.05825,34.648,-0.91177,-432.88,internal
0.62619,0.043375,0.0,0.0,-199.48,internal
0.1355,0.051875,0.0,0.0,-729.08,internal
0.40306,-0.058125,31.422,1.4501,-408.24,internal
0.65938,-0.04075,18.284,1.3836,-170.21,internal
0.85419,-0.02025,19.849,2.9219,-52.465,internal
0.52625,0.051375,23.955,-0.92492,-363.01,internal
0.42219,-0.057577,27.835,1.073,-383.94,internal
0.86544,0.019,22.388,-2.8798,-9.8034,internal
0.11694,-0.049625,29.478,-5.4916,-638.16,internal
1.4,-0.776,55.833,0.84927,3.0124,internal
0.91663,0.012375,0.0,0.0,66.733,internal
0.53375,0.051,23.718,-1.8175,-307.94,internal
0.39294,0.058375,22.781,-1.0166,-401.89,internal
0.92037,0.0125,24.544,-3.2791,67.782,internal
0.39838,0.058125,0.0,0.0,-472.14,internal
0.26338,-0.05975,0.0,0.0,-515.41,internal
0.42463,-0.057125,20.798,0.82592,-375.78,internal
0.0305,0.02875,23.682,10.832,-435.07,internal
0.48669,-0.054,12.057,0.67746,-255.21,internal
0.77769,-0.028625,0.0,0.0,-114.52,internal
0.71956,0.035,19.782,-1.7143,-140.06,internal
0.035563,0.03075,9.6173,3.0563,-254.06,internal
0.98844,-0.0025,0.0,0.0,153.03,internal
0.74338,-0.032375,15.057,3.257,-185.03,internal
