x,y,U,V,p,patch
0.17394,0.05575,30.374,1.8945,-706.75,internal
0.10681,0.048125,33.734,6.6307,-767.96,internal
0.77675,-0.028875,13.449,2.3405,-77.196,internal
0.65562,0.04125,24.665,-2.4286,-209.44,internal
0.09425,0.046,31.882,6.165,-615.32,internal
0.54931,0.04975,11.219,0.83672,-211.59,internal
0.64006,0.042375,21.694,-1.4802,-236.09,internal
0.86019,-0.0195,19.069,2.5581,-31.86,internal
0.11956,-0.04975,0.0,0.0,-415.07,internal
0.50075,-0.053,19.326,1.3126,-311.36,internal
0.18275,0.05625,0.0,0.0,-562.53,internal
0.44,0.062,42.008,-1.9193,-388.3,internal
0.63425,-0.0435,31.408,2.7136,-233.28,internal
1.196,0.296,55.731,-1.3023,42.972,internal
0.92806,0.011125,17.484,-2.8702,63.464,internal
0.20281,-0.057827,26.249,-1.9849,-445.21,internal
0.99275,-0.00175,6.1919,2.111,144.2,internal
0.83394,-0.022375,0.0,0.0,-20.593,internal
0.86956,-0.018375,18.395,2.3693,-12.186,internal
0.33406,0.06,36.787,-0.15748,-494.33,internal
0.45162,0.055875,22.797,-0.42218,-331.16,internal
0.83319,-0.022827,24.684,2.593,-43.307,internal
0.47994,0.054375,15.049,-0.83901,-254.21,internal
0.935,0.01025,18.79,-2.7696,66.003,internal
0.68862,-0.037875,18.431,1.4987,-160.82,internal
0.27069,0.059875,23.628,5.4936,-398.07,internal
0.32431,0.06,22.575,0.022582,-421.72,internal
0.14488,-0.053125,32.855,-3.5711,-556.27,internal
0.53731,-0.05075,27.879,2.384,-346.08,internal
0.64381,-0.04225,27.359,2.4642,-206.73,internal
0.75894,-0.03075,15.183,3.2607,-157.98,internal
0.377,0.059,34.026,-1.8536,-442.55,internal
0.47038,-0.055,32.07,1.4009,-395.3,internal
0.896,-0.017,28.07,3.439,33.009,internal
-0.688,0.984,55.532,0.39521,3.1768,internal
0.99388,-0.0015,11.642,2.7397,231.95,internal
0.74394,0.03225,0.0,0.0,-130.28,internal
0.60688,-0.045125,0.0,0.0,-310.22,internal
0.84987,-0.0205,0.0,0.0,-52.482,internal
0.80281,-0.025875,0.0,0.0,-102.36,internal
0.53487,-0.05075,23.293,1.1684,-314.69,internal
0.629,-0.0435,25.7,2.326,-248.93,internal
0.43325,0.056625,0.0,0.0,-387.2,internal
0.73475,0.034,30.438,-3.2168,-140.07,internal
0.14975,0.05375,41.311,4.7296,-606.49,internal
0.014937,-0.020625,0.0,0.0,42.364,internal
0.46756,-0.054875,0.0,0.0,-365.75,internal
0.060875,-0.03925,45.998,-12.384,-584.58,internal
0.569,0.04825,24.302,-1.4758,-281.19,internal
0.51162,-0.052375,24.912,2.0057,-388.28,internal
0.45612,0.05575,32.224,-1.166,-393.11,internal
0.35563,0.05975,35.19,-0.30755,-480.5,internal
0.035563,-0.031,38.114,-15.235,-501.15,internal
0.32169,0.060125,38.642,-0.15682,-511.2,internal
0.83487,0.02225,0.0,0.0,-68.486,internal
0.20825,0.058,36.578,2.6914,-739.23,internal
0.344,0.059625,0.0,0.0,-491.98,internal
0.012875,0.0195,30.916,20.708,63.557,internal
0.81163,0.0255,21.955,-2.3751,-72.28,internal
0.95562,-0.0075,14.775,2.0295,109.31,internal
0.93275,0.010375,0.0,0.0,48.85,internal
0.086562,-0.044375,0.0,0.0,-549.49,internal
0.74413,-0.03225,0.0,0.0,-154.56,internal
0.27387,-0.06025,39.996,0.099967,-605.48,internal
0.2105,-0.059,37.611,-2.0602,-545.13,internal
0.73269,-0.03375,25.078,2.5266,-131.32,internal
0.94888,-0.009,15.896,2.0999,96.592,internal
0.44619,0.05625,30.625,-1.1326,-391.08,internal
-0.124,-0.992,55.534,-0.89901,2.4296,internal
0.49325,0.053375,0.0,0.0,-341.43,internal
0.27687,-0.06,36.705,-0.0081106,-582.1,internal
0.57217,-0.048361,27.726,1.8414,-259.92,internal
0.28587,0.06,0.0,0.0,-601.24,internal
0.75819,0.03075,0.0,0.0,-89.161,internal
0.77487,0.02925,24.653,-2.3492,-89.879,internal
0.67663,0.038875,0.0,0.0,-154.31,internal
0.27875,0.059875,0.0,0.0,-566.34,internal
0.22981,0.059,33.02,0.97033,-552.69,internal
0.79738,0.026625,14.047,-2.4333,-63.447,internal
0.18237,-0.057,44.936,-2.9966,-608.7,internal
0.060125,-0.039,21.183,-5.5294,-395.98,internal
0.68356,0.038375,18.091,-1.223,-175.19,internal
0.95731,0.007125,0.0,0.0,105.46,internal
0.83487,-0.02225,0.0,0.0,-78.519,internal
0.0063566,0.014096,29.069,26.124,559.62,internal
1.712,0.736,55.881,-0.67369,3.2761,internal
0.44581,0.05625,30.782,-1.4398,-407.76,internal
0.017375,0.022375,32.846,19.926,-66.889,internal
0.54688,-0.05025,28.14,1.9089,-291.68,internal
0.54856,0.04975,22.2,-1.2388,-281.95,internal
0.37981,-0.059,34.556,0.4966,-475.26,internal
0.209,-0.057875,0.0,0.0,-638.63,internal
0.42162,-0.057125,0.0,0.0,-370.45,internal
0.82063,-0.024125,21.563,3.1513,-80.54,internal
0.048687,0.0355,40.287,12.928,-570.37,internal
0.26825,-0.05975,0.0,0.0,-544.38,internal
0.91513,0.013,20.504,-2.6647,54.513,internal
0.013063,-0.019375,0.0,0.0,48.822,internal
0.01775,0.02225,0.0,0.0,30.556,internal
0.215,-0.05875,25.594,-1.2992,-487.21,internal
0.81537,-0.02475,22.074,2.5234,-44.356,internal
0.86975,-0.01875,24.345,3.0614,4.8953,internal
0.66163,0.040375,17.544,-1.9342,-168.27,internal
0.6335,-0.04325,17.505,1.645,-193.05,internal
0.73212,-0.034,19.792,2.1815,-123.18,internal
0.875,-0.01775,20.286,2.8613,2.5437,internal
0.68694,-0.03825,18.81,1.9137,-155.54,internal
0.59244,0.0465,26.229,-1.9218,-253.53,internal
0.3395,-0.059625,0.0,0.0,-357.27,internal
0.93575,-0.01,0.0,0.0,54.372,internal
0.0005,-0.00475,4.3262,-9.3373,914.32,internal
0.52175,0.051625,19.312,-1.2977,-320.25,internal
-0.04,-0.896,55.779,-0.8166,-2.6945,internal
0.69125,-0.038,27.248,2.7041,-174.32,internal
0.65281,-0.04125,18.966,1.8782,-218.74,internal
0.44094,0.056375,17.462,-0.29708,-283.58,internal
0.0014375,-0.00675,0.0,0.0,1481.1,internal
0.05075,0.03575,0.0,0.0,-468.82,internal
0.2405,-0.06,25.577,-0.6558,-474.26,internal
0.52381,0.051375,0.0,0.0,-336.95,internal
0.83375,-0.0225,13.431,2.9318,-76.442,internal
0.15069,0.05375,33.156,3.9592,-587.04,internal
0.61156,-0.045077,27.487,2.6254,-264.3,internal
0.72369,0.0345,21.22,-2.7145,-165.61,internal
0.32356,0.06,35.998,-0.04737,-515.04,internal
0.94794,-0.0085,19.667,2.2525,118.91,internal
0.37025,-0.059,0.0,0.0,-415.6,internal
0.839,-0.022,21.166,2.5135,-54.801,internal
-0.316,0.208,54.688,1.2922,104.61,internal
0.43194,0.056875,31.577,-2.2202,-494.92,internal
0.75369,-0.0315,23.139,2.2552,-115.9,internal
1.388,-0.856,55.768,0.8448,0.37002,internal
0.77825,-0.02875,16.823,1.5242,-81.576,internal
-0.712,0.544,55.537,0.40665,37.542,internal
0.69594,-0.037125,14.449,2.4724,-154.28,internal
0.49906,-0.053125,21.084,0.9102,-328.18,internal
0.341,0.059875,17.089,0.10694,-356.05,internal
0.61829,-0.044611,29.383,2.3978,-273.05,internal
0.72913,0.034,11.686,-1.2467,-106.24,internal
0.40325,-0.057875,0.0,0.0,-403.08,internal
0.42987,-0.056875,14.753,0.56921,-310.74,internal
0.044562,0.03375,0.0,0.0,-347.44,internal
0.14281,0.05275,0.0,0.0,-541.78,internal
0.78256,0.028375,21.245,-2.7162,-91.952,internal
0.86356,-0.019,11.931,2.7113,-27.827,internal
0.80544,-0.02575,14.718,1.7784,-46.424,internal
0.758,-0.032,31.665,3.3084,-118.7,internal
0.40775,0.05775,0.0,0.0,-340.29,internal
0.51781,-0.05175,0.0,0.0,-185.86,internal
0.17656,0.056077,26.744,2.7102,-537.09,internal
0.76175,0.032308,33.794,-3.3902,-112.79,internal
0.6365,-0.04275,16.068,1.464,-193.69,internal
0.1205,-0.050125,24.997,-4.554,-594.38,internal
0.12988,-0.05125,19.156,-4.13,-561.89,internal
0.59,0.046375,0.0,0.0,-332.9,internal
0.61344,0.044625,13.152,-1.2492,-191.55,internal
0.992,-0.001875,8.7132,2.0378,194.15,internal
0.4535,0.057,39.691,-1.8103,-417.93,internal
0.94737,-0.008625,20.159,3.3065,97.714,internal
0.033687,-0.03,0.0,0.0,-503.03,internal
0.824,1.0,55.63,-0.62879,-4.1531,internal
0.089938,0.045327,40.329,8.1659,-606.43,internal
0.077,-0.04275,40.808,-9.065,-606.96,internal
0.84538,0.021,0.0,0.0,-85.093,internal
0.93875,-0.00975,20.424,3.1146,86.08,internal
-6.25e-05,0.003,2.5208,9.648,1371.2,internal
0.50412,-0.052625,0.0,0.0,-392.1,internal
0.25438,-0.059625,32.966,-0.016291,-586.73,internal
0.7715,0.032,30.496,-3.172,-99.214,internal
0.78125,-0.03,30.981,3.3474,-95.565,internal
0.65863,-0.04075,24.029,2.6403,-210.43,internal
0.218,0.05825,0.0,0.0,-495.2,internal
0.01025,-0.017375,16.403,-13.918,330.37,internal
0.9725,-0.005125,0.0,0.0,115.94,internal
0.33069,0.059875,26.205,-2.3591,-434.95,internal
0.36687,0.059125,0.0,0.0,-490.53,internal
0.596,0.232,59.374,-2.3712,-164.4,internal
0.76831,-0.03,16.28,1.9842,-99.512,internal
0.53375,-0.051,19.752,1.5241,-281.94,internal
0.25381,-0.059827,27.634,-0.29254,-506.36,internal
0.54631,-0.049875,7.1883,1.2789,-208.96,internal
0.71469,-0.0355,25.391,2.7778,-187.33,internal
0.98,0.00425,13.248,-2.126,135.07,internal
0.87612,0.017625,17.975,-2.7393,-14.228,internal
0.41431,0.0575,0.0,0.0,-422.81,internal
0.10119,0.047,0.0,0.0,-441.12,internal
0.41375,-0.0575,0.0,0.0,-342.37,internal
0.58381,-0.047125,25.375,2.2664,-334.23,internal
0.56225,-0.049,25.535,1.6757,-265.77,internal
0.884,-0.016625,18.782,2.4203,-1.2074,internal
0.97175,0.00575,22.457,-3.0934,168.26,internal
0.10025,-0.047,30.076,-5.8929,-626.48,internal
0.00275,0.011,23.295,28.093,960.08,internal
0.70869,-0.03575,0.0,0.0,-181.95,internal
0.30331,-0.060327,35.673,-0.069328,-513.32,internal
0.023375,0.0255,26.499,13.514,-138.31,internal
0.797,0.0265,0.0,0.0,-121.28,internal
0.00125,0.00725,8.1021,17.161,814.44,internal
0.39631,-0.058375,29.216,1.3716,-424.29,internal
0.635,-0.043,25.788,2.4464,-224.67,internal
0.452,-0.688,56.903,0.12933,-48.937,internal
0.18088,-0.056125,0.0,0.0,-590.58,internal
0.58138,0.04725,16.808,-1.1038,-233.78,internal
0.52531,-0.0515,25.733,1.9035,-328.97,internal
0.073437,0.041625,0.0,0.0,-576.93,internal
0.41319,0.05775,26.08,-0.79778,-376.37,internal
-6.25e-05,-0.001375,0.7318,-3.6133,1234.2,internal
0.44,0.0565,29.401,-2.639,-418.45,internal
0.19963,-0.0575,35.112,-1.087,-672.61,internal
0.33725,0.06,36.479,-0.17959,-512.95,internal
0.098937,-0.046625,0.0,0.0,-605.45,internal
0.00425,0.012,20.26,24.149,617.81,internal
0.78575,0.0285,14.953,-1.424,-48.365,internal
0.61644,0.0445,14.941,-1.261,-175.05,internal
0.17656,-0.056,24.322,-3.936,-567.66,internal
0.73006,-0.033875,19.166,2.3021,-127.52,internal
0.12575,-0.051,38.848,-5.5248,-611.45,internal
0.22831,0.05875,0.0,0.0,-491.69,internal
0.713,0.0355,16.256,-1.2789,-123.56,internal
0.041,-0.0335,34.493,-11.987,-345.09,internal
0.48819,-0.054,30.49,2.3735,-361.61,internal
0.69987,-0.036625,0.0,0.0,-149.27,internal
0.67606,-0.038875,0.0,0.0,-255.84,internal
0.40269,-0.057875,0.0,0.0,-403.03,internal
0.96181,0.006625,12.754,-1.6368,152.87,internal
0.007625,0.014875,0.0,0.0,293.61,internal
0.38113,-0.058875,29.787,2.5473,-441.4,internal
0.548,0.06,45.427,-3.176,-293.28,internal
0.00275,-0.008875,0.0,0.0,1237.5,internal
0.80488,0.026654,28.814,-3.3024,-68.245,internal
0.74075,0.0325,0.0,0.0,-195.95,internal
0.063125,-0.03925,0.0,0.0,-509.89,internal
0.0155,-0.0215,37.483,-24.16,-0.05245,internal
0.24837,-0.05975,34.853,-0.074346,-581.07,internal
0.71919,-0.035,23.011,2.0074,-146.29,internal
0.060875,-0.038875,37.565,-9.8582,-601.87,internal
0.028625,0.028125,38.696,17.358,-400.77,internal
0.839,0.02175,0.0,0.0,-100.57,internal
0.87837,-0.0175,14.88,1.978,0.63457,internal
0.96031,0.007,12.124,-1.8118,100.63,internal
0.74,0.296,57.847,-2.4704,-78.478,internal
0.32356,-0.060125,30.588,0.043867,-466.71,internal
0.827,-0.023125,0.0,0.0,-129.11,internal
0.72669,-0.034,0.0,0.0,-94.794,internal
0.51819,0.052077,20.712,-1.1234,-254.41,internal
0.011375,0.01825,22.723,16.364,239.22,internal
0.43288,0.057,34.106,-1.5499,-398.11,internal
0.86881,0.0185,18.947,-2.7318,-20.804,internal
0.94175,0.009375,12.471,-1.8004,79.115,internal
0.0061667,0.015722,37.759,34.012,535.96,internal
0.60425,0.0465,27.789,-2.2951,-244.52,internal
0.50262,0.0535,27.882,-1.8142,-328.79,internal
0.839,-0.021875,0.0,0.0,-76.944,internal
0.49213,-0.054,30.594,2.1531,-364.53,internal
0.000125,-0.00425,4.235,-13.139,1346.7,internal
0.91738,0.013154,27.495,-3.6178,68.972,internal
0.26019,0.059625,0.0,0.0,-566.11,internal
0.34006,0.06,38.283,-0.8043,-476.7,internal
0.27538,0.06025,40.821,-0.025317,-593.5,internal
0.47825,0.05425,0.0,0.0,-340.41,internal
-0.4,0.488,55.547,1.0207,40.956,internal
0.10381,-0.047625,13.57,-0.90768,-410.7,internal
0.87687,-0.01775,22.826,2.8385,13.398,internal
0.31587,0.0605,38.382,-0.090846,-527.46,internal
0.10962,-0.049,45.549,-7.2393,-657.43,internal
0.52513,0.05175,19.463,-1.4603,-270.8,internal
0.68413,0.039,27.648,-2.6688,-189.52,internal
0.82419,-0.023625,14.683,2.6934,-43.921,internal
0.383,-0.05875,30.81,0.40648,-452.41,internal
0.14038,-0.052625,31.756,-5.2328,-594.74,internal
0.75444,-0.0315,19.18,1.9457,-99.543,internal
0.54556,-0.049875,0.0,0.0,-307.27,internal
0.521,0.051625,0.0,0.0,-367.54,internal
0.23094,0.059077,41.636,1.2775,-715.24,internal
0.82437,-0.024,24.437,2.9577,-59.697,internal
0.73419,-0.03325,0.0,0.0,-101.54,internal
0.884,0.016625,19.235,-2.4623,0.0082731,internal
0.089188,-0.04525,35.649,-7.3416,-591.61,internal
0.075687,0.04225,18.617,5.2934,-566.44,internal
0.9065,-0.013875,20.025,3.237,25.297,internal
0.063125,0.040154,51.332,13.183,-547.63,internal
0.15275,-0.05425,41.971,-3.5656,-648.37,internal
0.21631,-0.058375,27.555,-0.31203,-579.88,internal
0.78987,-0.0275,20.249,2.0089,-94.164,internal
0.143,0.058,49.805,5.8611,-618.99,internal
0.3305,0.05975,0.0,0.0,-342.38,internal
0.60594,-0.045375,23.693,2.0796,-231.1,internal
0.0014375,0.007375,10.184,20.833,1357.4,internal
0.581,-0.0475,29.74,2.6073,-299.88,internal
0.5075,-0.056,31.421,2.0436,-303.15,internal
0.9455,0.009,24.246,-3.3705,109.4,internal
0.019063,-0.023,0.0,0.0,-83.904,internal
0.13925,-0.052375,18.587,-4.0593,-569.62,internal
0.23525,-0.059125,31.915,0.065488,-638.31,internal
0.57514,0.047846,25.383,-1.4207,-257.56,internal
0.68169,-0.038625,22.622,2.066,-165.19,internal
0.02075,0.0245,36.789,20.024,-76.959,internal
0.60237,-0.045375,0.0,0.0,-207.1,internal
0.095,0.046,0.0,0.0,-578.2,internal
0.97737,-0.00475,13.65,1.9591,138.29,internal
0.59319,0.046375,22.949,-2.0782,-299.51,internal
0.23262,-0.059654,34.751,-1.0551,-528.04,internal
0.3185,0.062615,35.782,0.81242,-443.05,internal
0.63162,-0.043125,21.839,1.3377,-246.74,internal
0.2045,0.059,29.645,2.6223,-447.55,internal
0.20112,-0.058,30.629,-2.2552,-504.21,internal
0.17638,-0.05625,38.375,-3.673,-628.43,internal
0.4625,0.057,40.622,-1.835,-400.13,internal
0.11488,-0.04975,34.198,-5.4996,-590.6,internal
0.0089375,0.0165,30.077,24.49,241.9,internal
0.97081,-0.00525,0.0,0.0,135.82,internal
0.092417,-0.046722,30.51,-6.1141,-509.86,internal
0.044937,0.033875,0.0,0.0,-536.47,internal
0.28756,-0.06025,38.077,0.024741,-570.12,internal
0.47675,0.054375,0.0,0.0,-362.56,internal
0.299,0.064,43.176,0.61457,-507.08,internal
0.03425,0.0305,42.686,16.477,-400.57,internal
0.075687,0.0425,41.327,9.5038,-599.58,internal
0.71788,-0.03525,24.959,2.4573,-157.97,internal
0.91625,0.0125,0.0,0.0,24.433,internal
0.066688,0.04025,29.847,7.4169,-570.89,internal
1.196,-0.632,56.004,1.0601,4.7173,internal
0.16269,-0.055,38.222,-3.9588,-601.73,internal
0.2765,0.06,36.452,-0.0022709,-588.04,internal
0.23675,-0.059,0.0,0.0,-554.29,internal
0.00070833,-0.0066111,7.7989,-15.26,769.26,internal
0.33744,0.05975,0.0,0.0,-528.07,internal
0.49738,0.05325,25.186,-1.1816,-344.65,internal
0.16044,0.054625,26.954,2.4867,-667.88,internal
0.48162,-0.054125,0.0,0.0,-395.57,internal
0.7625,0.032,25.282,-2.6335,-111.88,internal
0.27538,0.06,30.664,0.0058451,-541.64,internal
0.149,-0.054,41.384,-4.2597,-621.68,internal
0.23562,-0.059125,26.537,-0.045495,-537.75,internal
0.35319,-0.059375,0.0,0.0,-445.23,internal
0.31325,-0.06,0.0,0.0,-303.94,internal
0.66688,-0.039875,16.702,2.7989,-191.51,internal
0.091438,0.04525,0.0,0.0,-515.45,internal
0.0006875,-0.005125,4.6392,-9.4321,1610.4,internal
0.12406,-0.0505,10.676,-2.4082,-411.46,internal
0.002,0.007875,0.0,0.0,1293.0,internal
0.84575,-0.021125,4.6667,0.95182,-17.302,internal
0.31888,-0.060125,24.141,0.9376,-435.33,internal
0.11488,-0.04975,24.081,-3.1403,-492.84,internal
0.24556,-0.0595,17.142,-0.90328,-370.35,internal
0.15519,-0.054327,40.899,-3.4522,-655.63,internal
0.19963,-0.0575,18.469,-1.2416,-447.56,internal
0.49119,-0.05375,27.278,1.2276,-342.94,internal
0.54875,-0.05,27.501,1.672,-291.51,internal
0.89956,-0.014827,19.07,2.3851,38.991,internal
0.17038,0.055375,0.0,0.0,-589.26,internal
0.8435,-0.02125,0.0,0.0,-62.245,internal
0.77356,-0.02925,13.195,1.1329,-85.304,internal
0.66294,0.040125,0.0,0.0,-151.74,internal
0.90125,0.0155,27.487,-3.4494,42.374,internal
0.20131,-0.057625,33.676,-3.0377,-787.38,internal
0.92469,-0.0115,18.34,2.4553,92.424,internal
0.67663,-0.039654,26.455,2.2968,-178.81,internal
0.79175,0.027125,0.0,0.0,-85.473,internal
0.29225,0.06025,33.25,-0.033984,-522.62,internal
0.08075,-0.0445,27.919,-5.5085,-456.6,internal
0.56244,-0.04875,19.733,0.83356,-256.14,internal
0.92806,0.011125,20.535,-3.3497,54.625,internal
0.76437,0.030125,0.0,0.0,-113.46,internal
0.57331,-0.04775,0.0,0.0,-176.08,internal
0.59206,0.046375,16.43,-2.7078,-254.52,internal
0.27125,0.06,28.184,0.89152,-584.12,internal
0.39612,-0.0585,28.119,1.4666,-409.83,internal
0.11563,0.0495,38.062,5.414,-613.96,internal
0.77075,-0.029375,0.0,0.0,-123.19,internal
0.26037,-0.0605,43.106,-0.52776,-583.6,internal
0.58513,0.04725,14.954,-0.97175,-210.87,internal
0.096125,0.046375,30.794,5.9724,-585.1,internal
0.40325,-0.057875,0.0,0.0,-397.73,internal
0.041563,-0.03275,0.0,0.0,-518.68,internal
1.001,-0.006,20.656,2.7498,233.11,internal
0.07925,-0.042875,0.0,0.0,-570.94,internal
1.0093,0.019556,43.347,-4.3765,258.96,internal
0.30538,0.060125,34.528,0.0016773,-523.54,internal
0.458,-0.0555,21.777,1.0193,-337.2,internal
0.96144,0.0065,0.0,0.0,103.07,internal
0.77863,-0.02875,22.413,2.5217,-107.99,internal
0.63519,-0.042875,21.884,1.9179,-200.94,internal
0.74094,0.0325,0.0,0.0,-174.86,internal
-0.46,-0.496,55.526,-0.87463,41.624,internal
0.65562,0.04075,0.0,0.0,-295.35,internal
0.61212,0.045,26.729,-2.0531,-246.74,internal
0.74956,0.031875,23.13,-2.9117,-137.43,internal
0.02675,-0.027125,26.106,-13.003,-354.18,internal
0.061625,-0.038875,0.0,0.0,-696.5,internal
0.69612,-0.037,0.0,0.0,-133.85,internal
0.20562,-0.05825,21.359,-1.4971,-433.13,internal
0.91588,-0.01275,10.968,1.3813,31.917,internal
0.48406,-0.05425,10.8,0.51117,-231.7,internal
0.005375,0.013125,24.94,26.471,662.66,internal
0.81181,0.025,12.822,-2.9138,-98.181,internal
0.54838,-0.049625,0.0,0.0,-265.63,internal
0.47225,0.054625,0.0,0.0,-368.55,internal
0.59,0.04675,28.313,-2.5185,-292.74,internal
0.42463,-0.05725,17.599,0.16458,-311.53,internal
0.11187,0.04875,0.0,0.0,-730.75,internal
0.022458,-0.025361,44.366,-22.04,-274.16,internal
0.44075,-0.05675,34.299,1.6204,-405.99,internal
0.83825,0.023,25.961,-2.9209,-43.285,internal
0.81425,0.025,21.111,-2.5995,-60.706,internal
0.78013,0.028625,17.728,-2.2278,-75.377,internal
0.076438,-0.04225,0.0,0.0,-493.88,internal
0.02,-0.02375,13.638,-8.3948,-31.411,internal
0.019063,0.02325,25.183,15.119,-165.88,internal
0.011375,-0.018375,23.835,-18.131,240.89,internal
0.40625,0.0585,37.237,-1.6816,-440.49,internal
0.881,0.016875,0.0,0.0,-20.122,internal
0.65881,0.040827,24.24,-2.4159,-193.07,internal
0.48875,-0.0545,33.698,1.909,-353.46,internal
0.41469,0.057625,31.984,-0.99175,-492.2,internal
0.20169,-0.05775,37.957,-1.0991,-652.26,internal
0.0305,0.029,41.778,18.194,-455.14,internal
0.89675,0.015,11.88,-1.3621,37.905,internal
0.17656,-0.05575,0.0,0.0,-505.68,internal
0.57481,-0.048,15.992,1.2604,-198.88,internal
0.35056,-0.05975,27.837,0.18714,-441.78,internal
0.48763,0.05425,30.776,-1.9066,-369.61,internal
0.46606,-0.05525,29.353,1.5566,-391.37,internal
0.55344,-0.0495,20.801,1.6304,-256.63,internal
0.41488,0.057625,31.349,-2.2153,-505.44,internal
0.45631,-0.055827,27.217,0.92256,-348.5,internal
0.25438,0.059625,32.669,0.02085,-586.99,internal
0.027687,-0.027625,31.287,-13.759,-231.9,internal
0.68713,0.038,17.838,-1.79,-166.56,internal
0.24519,0.059375,31.94,0.45329,-578.3,internal
0.704,0.712,56.561,-0.79536,-31.929,internal
0.068,-0.0405,22.268,-6.7861,-524.8,internal
0.68937,0.038,27.127,-2.9026,-193.42,internal
0.015333,-0.021361,43.071,-27.944,-28.907,internal
0.58363,0.047,0.0,0.0,-279.5,internal
0.54256,0.05,0.0,0.0,-225.89,internal
0.4685,0.055,30.698,-2.2429,-441.28,internal
0.60256,0.045625,22.822,-2.8078,-278.24,internal
0.027313,-0.027375,22.342,-11.073,-370.51,internal
0.64231,-0.042,0.0,0.0,-185.36,internal
0.42444,0.057,0.0,0.0,-380.97,internal
0.16681,-0.05525,31.463,-2.6146,-554.48,internal
-0.664,0.24,55.389,0.34049,65.175,internal
0.27594,0.059875,0.0,0.0,-587.77,internal
0.31325,0.0605,23.572,0.23956,-414.74,internal
0.43887,-0.05675,33.749,1.1667,-423.21,internal
0.36556,0.059125,0.0,0.0,-470.39,internal
0.94175,0.011,23.659,-3.2363,96.676,internal
0.055625,-0.0375,41.879,-11.729,-622.95,internal
